"","Common.Names","Date","Site_Number","Depth_Bin","Fish_Number","Size","Observer","data.entry.questions","Common_Names","X","Size_Bins","Scientific.Names","Family"
"867","Green Razorfish","2/12/23",3,"Intermediate",129,"2-3cm","Greg","","",NA,"133","Xyrichtys martinicensis","Labridae"
"868","Green Razorfish","2/24/23",16,"Shallow",1101,"4-5cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"869","Green Razorfish","2/21/23",13,"Intermediate",277,"<2","Stef","","",NA,"","Xyrichtys martinicensis","Labridae"
"870","Green Razorfish","2/22/23",14,"Shallow",474,"11-15cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"871","Green Razorfish","2/22/23",14,"Shallow",475,"11-15cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"872","Green Razorfish","2/12/23",3,"Intermediate",131,"4-5cm","Greg","","",NA,"135","Xyrichtys martinicensis","Labridae"
"873","Green Razorfish","2/25/23",21,"Intermediate",599,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"874","Green Razorfish","2/24/23",16,"Intermediate",1018,"3-4cm","Stefanie","","",NA,"","Xyrichtys martinicensis","Labridae"
"875","Green Razorfish","2/24/23",16,"Intermediate",998,"4-5cm","Karl","","",NA,"","Xyrichtys martinicensis","Labridae"
"876","Green Razorfish","2/22/23",14,"Shallow",473,"6-10cm","Greg","","",NA,"","Xyrichtys martinicensis","Labridae"
"877","Sharpnose Puffer","2/12/23",4,"Deep",111,"2-3cm","Darian ","","",NA,"115","Canthigaster rostrata ","Tetraodontidae"
"878","Sharpnose Puffer","2/12/23",4,"Deep",112,"3-4cm","Darian ","","",NA,"116","Canthigaster rostrata ","Tetraodontidae"
"879","Sharpnose Puffer","2/12/23",1,"Shallow",59,"2-3cm","Darian ","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"880","Sharpnose Puffer","2/16/23",6,"Intermediate",209,"2-3cm","Madi","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"881","Sharpnose Puffer","2/25/23",17,"Shallow",402,"<2","Karl","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"882","Sharpnose Puffer","2/24/23",15,"Shallow",930,"<2","Avery","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"883","Sharpnose Puffer","2/16/23",5,"Deep",356,"3-4cm","James","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"884","Sharpnose Puffer","2/18/23",9,"Deep",1148,"3-4cm","James","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"885","Sharpnose Puffer","2/26/23",21,"Shallow",763,"3-4cm","Jordan","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"886","Sharpnose Puffer","2/12/23",3,"Intermediate",128,"<2","Greg","","",NA,"132","Canthigaster rostrata ","Tetraodontidae"
"887","Sharpnose Puffer","2/18/23",8,"Intermediate",229,"2-3cm","Jordan","","",NA,"","Canthigaster rostrata ","Tetraodontidae"
"888","Slender Filefish","2/24/23",16,"Intermediate",978,"2-3cm","Karl","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"889","Slender Filefish","2/16/23",8,"Deep",156,"3-4cm","Greg","","",NA,"160","Monacanthus tuckeri","Monacanthidae"
"890","Slender Filefish","2/16/23",7,"Deep",1143,"3-4cm","Darian","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"891","Slender Filefish","2/25/23",20,"Intermediate",587,"3-4cm","Sabrina","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"892","Slender Filefish","2/18/23",10,"Intermediate",255,"2-3cm","Stef","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"893","Slender Filefish","2/25/23",19,"Shallow",628,"<2","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"894","Slender Filefish","2/26/23",22,"Deep",842,"2-3cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"895","Slender Filefish","2/16/23",7,"Deep",1142,"2-3cm","Darian","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"896","Slender Filefish","2/25/23",20,"Intermediate",586,"3-4cm","Sabrina","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"897","Slender Filefish","2/26/23",23,"Intermediate",801,"3-4cm","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"898","Slender Filefish","2/12/23",2,"Intermediate",133,"2-3cm","Darian ","","",NA,"137","Monacanthus tuckeri","Monacanthidae"
"899","Slender Filefish","2/24/23",17,"Intermediate",1057,"<2","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"900","Slender Filefish","2/25/23",19,"Shallow",629,"<2","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"901","Slender Filefish","2/18/23",12,"Deep",1250,"<2","Avery","Just said filefish ","",NA,"","Monacanthus tuckeri","Monacanthidae"
"902","Slender Filefish","2/24/23",16,"Intermediate",1002,"3-4cm","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"903","Slender Filefish","2/26/23",23,"Deep",796,"2-3cm","James","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"904","Slender Filefish","2/18/23",12,"Deep",1219,"2-3cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"905","Slender Filefish","2/24/23",17,"Intermediate",1058,"2-3cm","Stefanie","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"906","Slender Filefish","2/25/23",21,"Intermediate",617,"3-4cm","Sabrina","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"907","Slender Filefish","2/26/23",23,"Deep",783,"4-5cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"908","Slender Filefish","2/25/23",20,"Deep",388,"2-3cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"909","Slender Filefish","2/12/23",1,"Shallow",60,"2-3cm","Darian ","","Saucereye Porgy",NA,"64","Monacanthus tuckeri","Monacanthidae"
"910","Slender Filefish","2/24/23",15,"Shallow",944,"2-3cm","James","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"911","Slender Filefish","2/25/23",21,"Deep",728,"<2","Avery","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"912","Slender Filefish","2/21/23",13,"Deep",1286,"<2","James","Just said ""filefish juvenile"" ","",NA,"","Monacanthus tuckeri","Monacanthidae"
"913","Slender Filefish","2/25/23",20,"Deep",906,"2-3cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"914","Slender Filefish","2/24/23",16,"Intermediate",977,"2-3cm","Karl","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"915","Slender Filefish","2/25/23",18,"Shallow",372,"2-3cm","Nat","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"916","Slender Filefish","2/16/23",5,"Intermediate",200,"4-5cm","Stef","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"917","Slender Filefish","2/12/23",1,"Shallow",67,"<2","Madi","","Stoplight Parrotfish",NA,"71","Monacanthus tuckeri","Monacanthidae"
"918","Slender Filefish","2/16/23",4,"Intermediate",192,"2-3cm","Stef","","",NA,"196","Monacanthus tuckeri","Monacanthidae"
"919","Slender Filefish","2/26/23",22,"Deep",843,"4-5cm","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"920","Slender Filefish","2/25/23",24,"Deep",645,"2-3cm","Avery","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"921","Slender Filefish","2/25/23",18,"Shallow",371,"2-3cm","Nat","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"922","Slender Filefish","2/16/23",5,"Deep",332,"2-3cm","Avery","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"923","Slender Filefish","2/16/23",5,"Deep",331,"2-3cm","Avery","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"924","Slender Filefish","2/21/23",14,"Deep",1304,"<2","Greg","","",NA,"","Monacanthus tuckeri","Monacanthidae"
"925","Slippery Dick ","2/26/23",21,"Shallow",780,"3-4cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"926","Slippery Dick ","2/26/23",22,"Shallow",812,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"927","Slippery Dick ","2/26/23",21,"Shallow",779,"3-4cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"928","Slippery Dick ","2/12/23",1,"Shallow",62,"6-10cm","Darian ","","Slender Filefish",NA,"66","Halichoeres bivittatus","Labridae"
"929","Slippery Dick ","2/26/23",21,"Shallow",775,"<2","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"930","Slippery Dick ","2/12/23",1,"Shallow",63,"11-15cm","Darian ","","Slippery Dick ",NA,"67","Halichoeres bivittatus","Labridae"
"931","Slippery Dick ","2/26/23",21,"Shallow",778,"3-4cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"932","Slippery Dick ","2/26/23",22,"Shallow",811,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"933","Slippery Dick ","2/24/23",16,"Intermediate",981,"2-3cm","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"934","Slippery Dick ","2/21/23",13,"Shallow",1338,"3-4cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"935","Slippery Dick ","2/26/23",22,"Shallow",813,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"936","Slippery Dick ","2/12/23",1,"Shallow",61,"6-10cm","Darian ","","Sharpnose Puffer",NA,"65","Halichoeres bivittatus","Labridae"
"937","Slippery Dick ","2/26/23",22,"Shallow",810,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"938","Slippery Dick ","2/26/23",22,"Intermediate",731,"3-4cm","Nataile ","","",NA,"","Halichoeres bivittatus","Labridae"
"939","Slippery Dick ","2/21/23",13,"Shallow",1330,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"940","Slippery Dick ","2/21/23",14,"Intermediate",295,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"941","Slippery Dick ","2/12/23",2,"Shallow",73,"<2","Kianna","","Yellowhead Jawfish",NA,"77","Halichoeres bivittatus","Labridae"
"942","Slippery Dick ","2/21/23",14,"Intermediate",296,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"943","Slippery Dick ","2/18/23",9,"Intermediate",243,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"944","Slippery Dick ","2/12/23",3,"Deep",23,"2-3cm","James","","Bluehead Wrasse",NA,"","Halichoeres bivittatus","Labridae"
"945","Slippery Dick ","2/16/23",7,"Shallow",1434,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"946","Slippery Dick ","2/22/23",14,"Shallow",453,"<2","James","","",NA,"","Halichoeres bivittatus","Labridae"
"947","Slippery Dick ","2/16/23",7,"Shallow",1409,"<2","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"948","Slippery Dick ","2/21/23",13,"Shallow",1339,"11-15cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"949","Slippery Dick ","2/21/23",13,"Shallow",1340,"11-15cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"950","Slippery Dick ","2/21/23",13,"Shallow",1367,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"951","Slippery Dick ","2/21/23",13,"Shallow",1328,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"952","Slippery Dick ","2/26/23",22,"Intermediate",732,"3-4cm","Nataile ","","",NA,"","Halichoeres bivittatus","Labridae"
"953","Slippery Dick ","2/12/23",2,"Deep",5,"2-3cm","Avery","","Blackear Wrasse",NA,"6-10cm","Halichoeres bivittatus","Labridae"
"954","Slippery Dick ","2/24/23",16,"Intermediate",1006,"4-5cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"955","Slippery Dick ","2/12/23",2,"Shallow",87,"2-3cm","Madi","","Blue Runner",NA,"91","Halichoeres bivittatus","Labridae"
"956","Slippery Dick ","2/12/23",2,"Shallow",88,"2-3cm","Madi","","Flying Gurnard",NA,"92","Halichoeres bivittatus","Labridae"
"957","Slippery Dick ","2/18/23",9,"Intermediate",244,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"958","Slippery Dick ","2/12/23",2,"Shallow",90,"2-3cm","Madi","","Cubera Snapper ",NA,"94","Halichoeres bivittatus","Labridae"
"959","Slippery Dick ","2/12/23",3,"Intermediate",36,"3-4cm","Natalie","","",NA,"","Halichoeres bivittatus","Labridae"
"960","Slippery Dick ","2/12/23",2,"Shallow",92,"2-3cm","Madi","","Yellowhead Wrasse",NA,"96","Halichoeres bivittatus","Labridae"
"961","Slippery Dick ","2/12/23",2,"Deep",11,"3-4cm","James","","Chalk Bass",NA,"24","Halichoeres bivittatus","Labridae"
"962","Slippery Dick ","2/25/23",21,"Deep",661,"<2","James","","",NA,"","Halichoeres bivittatus","Labridae"
"963","Slippery Dick ","2/12/23",2,"Deep",13,"3-4cm","James","","Code Goby",NA,"26","Halichoeres bivittatus","Labridae"
"964","Slippery Dick ","2/26/23",21,"Shallow",772,"<2","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"965","Slippery Dick ","2/21/23",13,"Shallow",1329,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"966","Slippery Dick ","2/26/23",21,"Shallow",776,"3-4cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"967","Slippery Dick ","2/24/23",16,"Intermediate",979,"<2","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"968","Slippery Dick ","2/24/23",16,"Intermediate",980,"2-3cm","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"969","Slippery Dick ","2/26/23",21,"Shallow",777,"3-4cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"970","Slippery Dick ","2/18/23",10,"Shallow",1390,"3-4cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"971","Slippery Dick ","2/18/23",10,"Shallow",1391,"3-4cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"972","Slippery Dick ","2/26/23",22,"Shallow",808,"2-3cm","Avery","","",NA,"","Halichoeres bivittatus","Labridae"
"973","Slippery Dick ","2/16/23",8,"Deep",146,"3-4cm","Darian ","","",NA,"150","Halichoeres bivittatus","Labridae"
"974","Slippery Dick ","2/25/23",21,"Deep",660,"<2","James","","",NA,"","Halichoeres bivittatus","Labridae"
"975","Slippery Dick ","2/25/23",20,"Deep",879,"2-3cm","Darian","","",NA,"","Halichoeres bivittatus","Labridae"
"976","Slippery Dick ","2/16/23",7,"Shallow",1410,"<2","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"977","Slippery Dick ","2/12/23",1,"Shallow",68,"2-3cm","Madi","","Striped Parrotfish",NA,"72","Halichoeres bivittatus","Labridae"
"978","Slippery Dick ","2/26/23",21,"Shallow",773,"<2","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"979","Slippery Dick ","2/24/23",16,"Intermediate",1005,"3-4cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"980","Slippery Dick ","2/12/23",2,"Shallow",72,"<2","Kianna","","Whitenose pipefish",NA,"76","Halichoeres bivittatus","Labridae"
"981","Slippery Dick ","2/21/23",14,"Intermediate",294,"2-3cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"982","Slippery Dick ","2/24/23",17,"Intermediate",1033,"4-5cm","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"983","Slippery Dick ","2/16/23",8,"Deep",157,"4-5cm","Greg","","",NA,"161","Halichoeres bivittatus","Labridae"
"984","Slippery Dick ","2/12/23",3,"Intermediate",35,"3-4cm","Natalie","","Blue Tang",NA,"","Halichoeres bivittatus","Labridae"
"985","Slippery Dick ","2/16/23",7,"Shallow",1433,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"986","Slippery Dick ","2/12/23",2,"Shallow",76,"2-3cm","Kianna","","Dwarf Sand Perch",NA,"80","Halichoeres bivittatus","Labridae"
"987","Slippery Dick ","2/12/23",2,"Shallow",77,"2-3cm","Kianna","","unknown",NA,"81","Halichoeres bivittatus","Labridae"
"988","Slippery Dick ","2/12/23",2,"Deep",12,"3-4cm","James","","Cocoa Damselfish",NA,"25","Halichoeres bivittatus","Labridae"
"989","Slippery Dick ","2/24/23",15,"Shallow",932,"<2","Avery","","",NA,"","Halichoeres bivittatus","Labridae"
"990","Slippery Dick ","2/16/23",7,"Shallow",1411,"<2","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"991","Slippery Dick ","2/24/23",15,"Deep",512,"3-4cm","James","","",NA,"","Halichoeres bivittatus","Labridae"
"992","Slippery Dick ","2/26/23",21,"Shallow",774,"<2","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"993","Slippery Dick ","2/16/23",7,"Shallow",1414,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"994","Slippery Dick ","2/16/23",7,"Shallow",1415,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"995","Slippery Dick ","2/24/23",16,"Intermediate",1007,"4-5cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"996","Slippery Dick ","2/12/23",2,"Deep",6,"2-3cm","Avery","","Bluelip Parrotfish",NA,"11-15cm","Halichoeres bivittatus","Labridae"
"997","Slippery Dick ","2/12/23",2,"Deep",7,"2-3cm","Avery","","Bridled Goby",NA,"16-20cm","Halichoeres bivittatus","Labridae"
"998","Slippery Dick ","2/12/23",2,"Deep",8,"2-3cm","Avery","","Bucktooth Parrotfish",NA,"21","Halichoeres bivittatus","Labridae"
"999","Slippery Dick ","2/12/23",2,"Shallow",91,"2-3cm","Madi","","Flying Gurnard",NA,"95","Halichoeres bivittatus","Labridae"
"1000","Slippery Dick ","2/16/23",7,"Shallow",1421,"6-10cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1001","Slippery Dick ","2/24/23",15,"Shallow",931,"<2","Avery","","",NA,"","Halichoeres bivittatus","Labridae"
"1002","Slippery Dick ","2/21/23",13,"Intermediate",287,"4-5cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1003","Slippery Dick ","2/16/23",7,"Shallow",1424,"6-10cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1004","Slippery Dick ","2/16/23",7,"Shallow",1425,"6-10cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1005","Slippery Dick ","2/24/23",16,"Intermediate",1004,"3-4cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1006","Slippery Dick ","2/24/23",17,"Intermediate",1059,"<2","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1007","Slippery Dick ","2/18/23",10,"Shallow",1387,"<2","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1008","Slippery Dick ","2/18/23",10,"Shallow",1388,"<2","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1009","Slippery Dick ","2/16/23",7,"Shallow",1430,"6-10cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1010","Slippery Dick ","2/24/23",15,"Shallow",940,"3-4cm","James","","",NA,"","Halichoeres bivittatus","Labridae"
"1011","Slippery Dick ","2/16/23",7,"Shallow",1432,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1012","Slippery Dick ","2/24/23",16,"Intermediate",982,"2-3cm","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"1013","Slippery Dick ","2/22/23",15,"Intermediate",448,"2-3cm","Sabrina","","",NA,"","Halichoeres bivittatus","Labridae"
"1014","Slippery Dick ","2/16/23",7,"Shallow",1435,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1015","Slippery Dick ","2/12/23",2,"Shallow",78,"2-3cm","Kianna","","Green Razorfish",NA,"82","Halichoeres bivittatus","Labridae"
"1016","Slippery Dick ","2/21/23",13,"Shallow",1325,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1017","Slippery Dick ","2/25/23",19,"Shallow",620,"<2","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1018","Slippery Dick ","2/26/23",22,"Deep",814,"4-5cm","James","","",NA,"","Halichoeres bivittatus","Labridae"
"1019","Slippery Dick ","2/25/23",19,"Shallow",621,"<2","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1020","Slippery Dick ","2/25/23",20,"Intermediate",581,"<2","Sabrina","","",NA,"","Halichoeres bivittatus","Labridae"
"1021","Slippery Dick ","2/25/23",20,"Intermediate",583,"2-3cm","Sabrina","","",NA,"","Halichoeres bivittatus","Labridae"
"1022","Slippery Dick ","2/25/23",20,"Intermediate",584,"3-4cm","Sabrina","","",NA,"","Halichoeres bivittatus","Labridae"
"1023","Slippery Dick ","2/25/23",19,"Shallow",626,"3-4cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1024","Slippery Dick ","2/18/23",10,"Intermediate",256,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1025","Slippery Dick ","2/18/23",10,"Intermediate",257,"3-4cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1026","Slippery Dick ","2/21/23",13,"Shallow",1362,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1027","Slippery Dick ","2/25/23",20,"Deep",876,"<2","Darian","","",NA,"","Halichoeres bivittatus","Labridae"
"1028","Slippery Dick ","2/21/23",13,"Shallow",1337,"3-4cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1029","Slippery Dick ","2/16/23",7,"Shallow",1463,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1030","Slippery Dick ","2/21/23",13,"Shallow",1366,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1031","Slippery Dick ","2/21/23",13,"Shallow",1326,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1032","Slippery Dick ","2/21/23",13,"Shallow",1327,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1033","Slippery Dick ","2/24/23",16,"Intermediate",1003,"<2","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1034","Slippery Dick ","2/12/23",1,"Intermediate",42,"<2","Kianna","","Pikeblenny Species",NA,"50","Halichoeres bivittatus","Labridae"
"1035","Slippery Dick ","2/21/23",13,"Shallow",1331,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1036","Slippery Dick ","2/21/23",13,"Shallow",1332,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1037","Slippery Dick ","2/21/23",13,"Shallow",1333,"2-3cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1038","Slippery Dick ","2/21/23",13,"Shallow",1334,"3-4cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1039","Slippery Dick ","2/26/23",22,"Shallow",807,"2-3cm","Avery","","",NA,"","Halichoeres bivittatus","Labridae"
"1040","Slippery Dick ","2/21/23",13,"Shallow",1336,"3-4cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1041","Slippery Dick ","2/21/23",13,"Intermediate",286,"2-3cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1042","Slippery Dick ","2/22/23",14,"Shallow",454,"2-3cm","James","","",NA,"","Halichoeres bivittatus","Labridae"
"1043","Slippery Dick ","2/16/23",5,"Deep",357,"3-4cm","James","","",NA,"","Halichoeres bivittatus","Labridae"
"1044","Slippery Dick ","2/26/23",22,"Intermediate",729,"2-3cm","Nataile ","","",NA,"","Halichoeres bivittatus","Labridae"
"1045","Slippery Dick ","2/26/23",22,"Intermediate",730,"2-3cm","Nataile ","","",NA,"","Halichoeres bivittatus","Labridae"
"1046","Slippery Dick ","2/21/23",13,"Shallow",1341,"11-15cm","Madi","","",NA,"","Halichoeres bivittatus","Labridae"
"1047","Slippery Dick ","2/16/23",7,"Shallow",1467,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1048","Slippery Dick ","2/16/23",7,"Shallow",1469,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1049","Slippery Dick ","2/16/23",7,"Shallow",1470,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1050","Slippery Dick ","2/16/23",7,"Shallow",1471,"3-4cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1051","Slippery Dick ","2/25/23",18,"Shallow",365,"<2","Karl","","",NA,"","Halichoeres bivittatus","Labridae"
"1052","Slippery Dick ","2/16/23",7,"Shallow",1431,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1053","Slippery Dick ","2/18/23",9,"Intermediate",245,"2-3cm","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"1054","Slippery Dick ","2/21/23",13,"Shallow",1361,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1055","Slippery Dick ","2/21/23",13,"Shallow",1363,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1056","Slippery Dick ","2/25/23",20,"Deep",878,"2-3cm","Darian","","",NA,"","Halichoeres bivittatus","Labridae"
"1057","Slippery Dick ","2/21/23",13,"Shallow",1364,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1058","Slippery Dick ","2/26/23",21,"Shallow",756,"4-5cm","Avery","","",NA,"","Halichoeres bivittatus","Labridae"
"1059","Slippery Dick ","2/18/23",11,"Intermediate",264,"11-15cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1060","Slippery Dick ","2/25/23",19,"Shallow",622,"<2","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1061","Slippery Dick ","2/25/23",19,"Shallow",624,"2-3cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1062","Slippery Dick ","2/25/23",19,"Shallow",625,"2-3cm","Kianna","","",NA,"","Halichoeres bivittatus","Labridae"
"1063","Slippery Dick ","2/21/23",13,"Shallow",1357,"2-3cm","Jordan ","","",NA,"","Halichoeres bivittatus","Labridae"
"1064","Slippery Dick ","2/25/23",20,"Intermediate",585,"3-4cm","Sabrina","","",NA,"","Halichoeres bivittatus","Labridae"
"1065","Slippery Dick ","2/12/23",2,"Shallow",74,"<2","Kianna","","Yellowtail Snapper",NA,"78","Halichoeres bivittatus","Labridae"
"1066","Slippery Dick ","2/12/23",2,"Shallow",75,"2-3cm","Kianna","","Tobacco Fish",NA,"79","Halichoeres bivittatus","Labridae"
"1067","Slippery Dick ","2/24/23",16,"Intermediate",1011,"6-10cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1068","Slippery Dick ","2/24/23",16,"Intermediate",1012,"6-10cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1069","Slippery Dick ","2/24/23",16,"Intermediate",1013,"6-10cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1070","Slippery Dick ","2/24/23",16,"Intermediate",1014,"11-15cm","Stefanie","","",NA,"","Halichoeres bivittatus","Labridae"
"1071","Slippery Dick ","2/21/23",13,"Intermediate",276,"2-3cm","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1072","Slippery Dick ","2/26/23",21,"Shallow",771,"<2","Jordan","","",NA,"","Halichoeres bivittatus","Labridae"
"1073","Slippery Dick ","2/16/23",7,"Shallow",1413,"<2","Stef","","",NA,"","Halichoeres bivittatus","Labridae"
"1074","Slippery Dick ","2/12/23",1,"Intermediate",41,"<2","Kianna","","Pearly Razorfish",NA,"49","Halichoeres bivittatus","Labridae"
